package_id,package_name,destination,duration,hotel_category,meals,transportation,major_attractions,activities,package_type,best_for,rating,estimated_cost
IND0226,puri explorer tour,puri,4,3star,breakfast dinner,ac coach,jagannath temple puri local market puri city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,family,families,4.7,32500
IND0227,konark explorer tour,konark,4,3star,breakfast lunch dinner,ac coach,sun temple konark local market konark city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,honeymoon,couples,4.7,44000
IND0228,bhubaneswar explorer tour,bhubaneswar,7,4star,breakfast dinner,ac coach,lingaraj temple bhubaneswar local market bhubaneswar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.6,48000
IND0229,rourkela explorer tour,rourkela,7,5star,breakfast,ac coach,khandadhar waterfall rourkela local market rourkela city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.5,132000
IND0230,cuttack explorer tour,cuttack,7,4star,breakfast,private cab,barabati fort cuttack local market cuttack city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,cultural,history enthusiasts,4.5,33000
IND0231,sambalpur explorer tour,sambalpur,4,5star,breakfast,flight cab,hirakud dam sambalpur local market sambalpur city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,nature wildlife,nature lovers,4.5,31000
IND0232,chilika explorer tour,chilika,3,5star,breakfast,ac coach,chilika lake chilika local market chilika city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,grand tour,all travelers,3.9,88500
IND0233,berhampur explorer tour,berhampur,6,3star,breakfast dinner,train cab,tara tarini temple berhampur local market berhampur city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,budget,students solo travelers,4.6,17500
IND0234,keonjhar explorer tour,keonjhar,5,luxury heritage,breakfast lunch dinner,ac coach,badaghagara waterfall keonjhar local market keonjhar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,family,families,4.3,37500
IND0235,balasore explorer tour,balasore,7,5star,breakfast dinner,private cab,chandipur beach balasore local market balasore city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,water sports beach walk sunset cruise,honeymoon,couples,4.2,55500
IND0236,kendujhar explorer tour,kendujhar,3,luxury heritage,breakfast dinner,private cab,sanaghagara waterfall kendujhar local market kendujhar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.4,29000
IND0237,chennai explorer tour,chennai,6,3star,breakfast,flight cab,marina beach chennai local market chennai city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,water sports beach walk sunset cruise,luxury,premium travelers,3.9,119000
IND0238,madurai explorer tour,madurai,7,3star,breakfast,flight cab,meenakshi amman temple madurai local market madurai city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,cultural,history enthusiasts,4.7,36000
IND0239,rameswaram explorer tour,rameswaram,7,luxury heritage,breakfast lunch dinner,flight cab,ramanathaswamy temple rameswaram local market rameswaram city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,nature wildlife,nature lovers,4.6,46000
IND0240,kanyakumari explorer tour,kanyakumari,6,3star,breakfast lunch dinner,private cab,vivekananda rock memorial kanyakumari local market kanyakumari city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,grand tour,all travelers,4.6,126500
IND0241,ooty explorer tour,ooty,7,luxury heritage,breakfast dinner,ac coach,ooty lake ooty local market ooty city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,budget,students solo travelers,4.1,16500
IND0242,coimbatore explorer tour,coimbatore,6,luxury heritage,breakfast dinner,train cab,marudamalai temple coimbatore local market coimbatore city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,family,families,4.7,40500
IND0243,kodaikanal explorer tour,kodaikanal,3,luxury heritage,breakfast dinner,flight cab,kodaikanal lake kodaikanal local market kodaikanal city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,honeymoon,couples,3.9,37500
IND0244,thanjavur explorer tour,thanjavur,5,luxury heritage,breakfast,private cab,brihadeeswarar temple thanjavur local market thanjavur city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.8,38000
IND0245,mahabalipuram explorer tour,mahabalipuram,3,luxury heritage,breakfast,flight cab,shore temple mahabalipuram local market mahabalipuram city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.6,89000
IND0246,yercaud explorer tour,yercaud,4,5star,breakfast lunch dinner,private cab,yercaud lake yercaud local market yercaud city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,cultural,history enthusiasts,4.2,23500
IND0247,tirunelveli explorer tour,tirunelveli,6,luxury heritage,breakfast lunch dinner,private cab,nellaiappar temple tirunelveli local market tirunelveli city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,nature wildlife,nature lovers,4.6,39500
IND0248,chidambaram explorer tour,chidambaram,5,5star,breakfast,ac coach,nataraja temple chidambaram local market chidambaram city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,grand tour,all travelers,4.7,114000
IND0249,vijayawada explorer tour,vijayawada,4,4star,breakfast,flight cab,kanaka durga temple vijayawada local market vijayawada city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,budget,students solo travelers,4.7,12000
IND0250,visakhapatnam explorer tour,visakhapatnam,7,3star,breakfast dinner,ac coach,rishikonda beach visakhapatnam local market visakhapatnam city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,water sports beach walk sunset cruise,family,families,4.5,41000
IND0251,srisailam explorer tour,srisailam,6,5star,breakfast,ac coach,mallikarjuna swamy temple srisailam local market srisailam city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,honeymoon,couples,4.7,53500
IND0252,rajahmundry explorer tour,rajahmundry,5,5star,breakfast dinner,private cab,papikondalu rajahmundry local market rajahmundry city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.3,38000
IND0253,anantapur explorer tour,anantapur,4,luxury heritage,breakfast,ac coach,lepakshi anantapur local market anantapur city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.6,100500
IND0254,kurnool explorer tour,kurnool,3,4star,breakfast dinner,train cab,belum caves kurnool local market kurnool city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,cultural,history enthusiasts,4.4,19500
IND0255,amravati explorer tour,amravati,6,4star,breakfast dinner,flight cab,amaravathi temple amravati local market amravati city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,nature wildlife,nature lovers,4.7,42000
IND0256,guntur explorer tour,guntur,5,3star,breakfast,ac coach,uppalapadu bird sanctuary guntur local market guntur city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,grand tour,all travelers,4.4,114000
IND0257,kadapa explorer tour,kadapa,7,3star,breakfast dinner,train cab,gandikota fort kadapa local market kadapa city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,budget,students solo travelers,4.5,18000
IND0258,puttaparthi explorer tour,puttaparthi,6,luxury heritage,breakfast dinner,flight cab,prasanthi nilayam puttaparthi local market puttaparthi city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,family,families,4.7,39500
IND0259,vizianagaram explorer tour,vizianagaram,4,5star,breakfast dinner,private cab,simhachalam temple vizianagaram local market vizianagaram city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,honeymoon,couples,4.7,42000
IND0260,visakhapatnam heritage tour,visakhapatnam,5,5star,breakfast,ac coach,kailasagiri visakhapatnam local market visakhapatnam city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.5,40000
IND0261,visakhapatnam royal tour,visakhapatnam,6,3star,breakfast,flight cab,submarine museum visakhapatnam local market visakhapatnam city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.6,121000
IND0262,visakhapatnam scenic tour,visakhapatnam,4,5star,breakfast dinner,flight cab,borra caves visakhapatnam local market visakhapatnam city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,cultural,history enthusiasts,4.5,23000
IND0263,visakhapatnam adventure tour,visakhapatnam,3,luxury heritage,breakfast lunch dinner,train cab,war memorial visakhapatnam local market visakhapatnam city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,nature wildlife,nature lovers,4.6,29000
IND0264,visakhapatnam cultural tour,visakhapatnam,4,luxury heritage,breakfast lunch dinner,ac coach,indira gandhi zoological park visakhapatnam local market visakhapatnam city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,grand tour,all travelers,4.1,99000
IND0265,visakhapatnam nature tour,visakhapatnam,7,3star,breakfast dinner,private cab,matsyadarshini aquarium visakhapatnam local market visakhapatnam city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,budget,students solo travelers,3.8,19000
IND0266,visakhapatnam premium tour,visakhapatnam,6,luxury heritage,breakfast,flight cab,visakha museum visakhapatnam local market visakhapatnam city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,family,families,4.3,38000
IND0267,gangtok explorer tour,gangtok,7,luxury heritage,breakfast lunch dinner,train cab,nathula pass gangtok local market gangtok city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,honeymoon,couples,4.3,58000
IND0268,pelling explorer tour,pelling,5,luxury heritage,breakfast,flight cab,pemayangtse monastery pelling local market pelling city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.6,37000
IND0269,namchi explorer tour,namchi,4,5star,breakfast,train cab,char dham namchi local market namchi city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.7,98500
IND0270,gangtok heritage tour,gangtok,3,luxury heritage,breakfast lunch dinner,train cab,rumtek monastery gangtok local market gangtok city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,cultural,history enthusiasts,4.6,23000
IND0271,ravangla explorer tour,ravangla,7,luxury heritage,breakfast dinner,flight cab,buddha park ravangla local market ravangla city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,nature wildlife,nature lovers,4.8,45000
IND0272,gangtok royal tour,gangtok,4,4star,breakfast,private cab,baba harbhajan singh temple gangtok local market gangtok city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,grand tour,all travelers,4.7,99500
IND0273,gangtok scenic tour,gangtok,7,5star,breakfast dinner,ac coach,tsomgo lake gangtok local market gangtok city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,budget,students solo travelers,4.5,16000
IND0274,guwahati explorer tour,guwahati,4,4star,breakfast dinner,ac coach,kamakhya temple guwahati local market guwahati city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,family,families,4.6,30500
IND0275,kaziranga explorer tour,kaziranga,4,3star,breakfast,train cab,kaziranga national park kaziranga local market kaziranga city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,honeymoon,couples,4.5,43000
IND0276,guwahati heritage tour,guwahati,6,5star,breakfast lunch dinner,flight cab,umananda island guwahati local market guwahati city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.1,41500
IND0277,sivasagar explorer tour,sivasagar,4,3star,breakfast dinner,train cab,sivasagar sivadol sivasagar local market sivasagar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.7,99000
IND0278,majuli explorer tour,majuli,5,3star,breakfast dinner,private cab,majuli island majuli local market majuli city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,cultural,history enthusiasts,4.7,27000
IND0279,manas explorer tour,manas,5,luxury heritage,breakfast,private cab,manas national park manas local market manas city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,nature wildlife,nature lovers,4.6,36000
IND0280,hajo explorer tour,hajo,5,3star,breakfast lunch dinner,private cab,hayagriva madhava temple hajo local market hajo city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,grand tour,all travelers,4.5,114000
IND0281,guwahati royal tour,guwahati,7,luxury heritage,breakfast lunch dinner,private cab,pobitora wildlife sanctuary guwahati local market guwahati city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,budget,students solo travelers,4.4,17000
IND0282,tawang explorer tour,tawang,6,5star,breakfast lunch dinner,train cab,tawang monastery tawang local market tawang city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,family,families,4.7,39500
IND0283,agartala explorer tour,agartala,7,3star,breakfast dinner,private cab,ujjayanta palace agartala local market agartala city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,honeymoon,couples,4.5,57500
IND0284,dumboor explorer tour,dumboor,5,4star,breakfast,ac coach,dumboor lake dumboor local market dumboor city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.5,38000
IND0285,unakoti explorer tour,unakoti,6,4star,breakfast dinner,flight cab,unakoti rock carvings unakoti local market unakoti city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.5,119000
IND0286,bastar explorer tour,bastar,5,luxury heritage,breakfast dinner,private cab,chitrakote falls bastar local market bastar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,cultural,history enthusiasts,4.6,28000
IND0287,dzkou valley explorer tour,dzkou valley,5,5star,breakfast,train cab,dzkou valley dzkou valley local market dzkou valley city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,nature wildlife,nature lovers,4.7,37500
IND0288,puducherry explorer tour,puducherry,5,4star,breakfast dinner,private cab,promenade beach puducherry local market puducherry city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,water sports beach walk sunset cruise,grand tour,all travelers,4.5,114000
IND0289,auroville explorer tour,auroville,7,5star,breakfast dinner,train cab,auroville auroville local market auroville city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,budget,students solo travelers,4.1,17000
IND0290,puducherry heritage tour,puducherry,4,5star,breakfast lunch dinner,train cab,paradise beach puducherry local market puducherry city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,water sports beach walk sunset cruise,family,families,4.5,30500
IND0291,port blair explorer tour,port blair,5,3star,breakfast lunch dinner,train cab,cellular jail port blair local market port blair city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,honeymoon,couples,4.7,49000
IND0292,havelock island explorer tour,havelock island,7,3star,breakfast dinner,flight cab,radhanagar beach havelock island local market havelock island city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,water sports beach walk sunset cruise,adventure,adventure lovers,4.8,46500
IND0293,neil island explorer tour,neil island,4,5star,breakfast dinner,ac coach,bharatpur beach neil island local market neil island city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,water sports beach walk sunset cruise,luxury,premium travelers,4.5,101000
IND0294,baratang island explorer tour,baratang island,4,4star,breakfast,flight cab,limestone caves baratang island local market baratang island city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,cultural,history enthusiasts,4.4,26500
IND0295,diu explorer tour,diu,3,5star,breakfast lunch dinner,ac coach,naida caves diu local market diu city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,nature wildlife,nature lovers,4.5,25500
IND0296,diu heritage tour,diu,7,4star,breakfast,ac coach,diu fort diu local market diu city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,grand tour,all travelers,4.6,138500
IND0297,deoghar explorer tour,deoghar,7,luxury heritage,breakfast,train cab,baba baidyanath temple deoghar local market deoghar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,budget,students solo travelers,4.7,18000
IND0298,ranchi explorer tour,ranchi,5,luxury heritage,breakfast lunch dinner,flight cab,pahari mandir ranchi local market ranchi city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,family,families,4.6,37000
IND0299,bodh gaya explorer tour,bodh gaya,6,4star,breakfast dinner,train cab,mahabodhi temple bodh gaya local market bodh gaya city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,honeymoon,couples,4.7,52500
IND0300,patna explorer tour,patna,4,luxury heritage,breakfast dinner,flight cab,sanjay gandhi biological park patna local market patna city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.3,31500
IND0301,patna heritage tour,patna,6,4star,breakfast,ac coach,takhat shri harimandir ji patna sahib patna local market patna city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.7,119500
IND0302,patna royal tour,patna,5,luxury heritage,breakfast dinner,private cab,budhha smriti park patna local market patna city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,cultural,history enthusiasts,4.4,29000
IND0303,gurugram explorer tour,gurugram,7,5star,breakfast,ac coach,kingdom of dreams gurugram local market gurugram city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,nature wildlife,nature lovers,4.4,43500
IND0304,gurugram heritage tour,gurugram,5,4star,breakfast dinner,private cab,ambience mall gurugram local market gurugram city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,grand tour,all travelers,4.6,112000
IND0305,gurugram royal tour,gurugram,4,5star,breakfast,train cab,dlf cyberhub gurugram local market gurugram city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,budget,students solo travelers,4.7,15000
IND0306,new delhi explorer tour,new delhi,3,5star,breakfast,train cab,gurudwara bangla sahib new delhi local market new delhi city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,family,families,4.8,28000
IND0307,kedarnath explorer tour,kedarnath,3,4star,breakfast,flight cab,kedarnath kedarnath local market kedarnath city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,honeymoon,couples,4.8,38500
IND0308,noida heritage tour,noida,3,4star,breakfast,private cab,dlf mall of india noida local market noida city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.6,27000
IND0309,greater noida explorer tour,greater noida,5,4star,breakfast lunch dinner,train cab,the grand venice mall greater noida local market greater noida city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.2,111500
IND0310,bengaluru explorer tour,bengaluru,6,3star,breakfast,flight cab,wonderla amusement park bengaluru local market bengaluru city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,cultural,history enthusiasts,4.5,30000
IND0311,bhubaneswar heritage tour,bhubaneswar,4,luxury heritage,breakfast,flight cab,nandankanan zoological park bhubaneswar local market bhubaneswar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,nature wildlife,nature lovers,4.4,30500
IND0312,bengaluru heritage tour,bengaluru,4,3star,breakfast,ac coach,orion mall bengaluru local market bengaluru city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,grand tour,all travelers,4.5,101500
IND0313,hyderabad weekend tour,hyderabad,6,3star,breakfast,train cab,inorbit mall cyberabad hyderabad local market hyderabad city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,budget,students solo travelers,4.5,16000
IND0314,new delhi heritage tour,new delhi,7,4star,breakfast lunch dinner,ac coach,jama masjid new delhi local market new delhi city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,family,families,4.5,43500
IND0315,rameswaram heritage tour,rameswaram,5,3star,breakfast lunch dinner,flight cab,ramanathaswamy temple rameswaram local market rameswaram city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,honeymoon,couples,4.7,46500
IND0316,greater noida heritage tour,greater noida,4,4star,breakfast lunch dinner,private cab,buddh international circuit greater noida local market greater noida city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.6,32500
IND0317,lucknow heritage tour,lucknow,7,3star,breakfast lunch dinner,private cab,phoenix palassio lucknow local market lucknow city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.6,130000
IND0318,kochi scenic tour,kochi,6,3star,breakfast lunch dinner,train cab,lulu international shopping mall kochi local market kochi city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,cultural,history enthusiasts,4.6,29500
IND0319,new delhi royal tour,new delhi,5,3star,breakfast dinner,private cab,rail museum new delhi local market new delhi city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,nature wildlife,nature lovers,4.4,37500
IND0320,cherrapunji explorer tour,cherrapunji,5,3star,breakfast lunch dinner,flight cab,living root bridge cherrapunji local market cherrapunji city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,grand tour,all travelers,4.6,114500
IND0321,gandhinagar heritage tour,gandhinagar,4,5star,breakfast lunch dinner,flight cab,akshardham gandhinagar local market gandhinagar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,budget,students solo travelers,4.6,13000
IND0322,agra heritage tour,agra,4,luxury heritage,breakfast lunch dinner,ac coach,agra fort agra local market agra city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,family,families,4.5,32500
IND0323,bhopal heritage tour,bhopal,4,luxury heritage,breakfast,flight cab,madhya pradesh tribal museum bhopal local market bhopal city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,honeymoon,couples,4.7,43500
IND0324,jaipur scenic tour,jaipur,4,4star,breakfast,flight cab,city palace jaipur local market jaipur city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.4,34500
IND0325,jaipur adventure tour,jaipur,5,luxury heritage,breakfast dinner,private cab,albert hall museum jaipur local market jaipur city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.5,110500
IND0326,jaipur cultural tour,jaipur,5,5star,breakfast,private cab,hawa mahal jaipur local market jaipur city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,grand tour,all travelers,4.4,115500
IND0327,ahmedabad cultural tour,ahmedabad,5,3star,breakfast dinner,ac coach,sabarmati ashram ahmedabad local market ahmedabad city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,guided tour museum visit photography,honeymoon,couples,4.6,51000
IND0328,leh cultural tour,leh,3,4star,breakfast dinner,ac coach,pangong tso leh local market leh city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.9,93000
IND0329,bangalore cultural tour,bangalore,4,4star,breakfast lunch dinner,private cab,bangalore palace bangalore local market bangalore city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.2,33500
IND0330,kochi adventure tour,kochi,3,4star,breakfast dinner,flight cab,fort kochi kochi local market kochi city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,honeymoon,couples,4.4,38500
IND0331,kochi cultural tour,kochi,6,5star,breakfast dinner,train cab,kerala folklore museum kochi local market kochi city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,cultural,history enthusiasts,4.5,34000
IND0332,gangtok adventure tour,gangtok,7,luxury heritage,breakfast lunch dinner,train cab,nathula pass gangtok local market gangtok city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,honeymoon,couples,4.3,59500
IND0333,gangtok cultural tour,gangtok,3,luxury heritage,breakfast lunch dinner,train cab,rumtek monastery gangtok local market gangtok city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,cultural,history enthusiasts,4.7,26000
IND0334,mathura scenic tour,mathura,3,luxury heritage,breakfast lunch dinner,train cab,krishna janmabhoomi mathura local market mathura city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,budget,students solo travelers,4.7,14500
IND0335,mathura adventure tour,mathura,5,luxury heritage,breakfast dinner,flight cab,nand gaon mathura local market mathura city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,cultural,history enthusiasts,4.2,30000
IND0336,mathura cultural tour,mathura,7,5star,breakfast,ac coach,barsana mandir mathura local market mathura city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,nature wildlife,nature lovers,4.8,46500
IND0337,amritsar scenic tour,amritsar,5,3star,breakfast,flight cab,golden temple harmandir sahib amritsar local market amritsar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.9,112000
IND0338,amritsar adventure tour,amritsar,4,4star,breakfast,private cab,jallianwala bagh amritsar local market amritsar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,cultural,history enthusiasts,4.9,28500
IND0339,amritsar cultural tour,amritsar,4,3star,breakfast dinner,train cab,wagah border amritsar local market amritsar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,nature wildlife,nature lovers,4.8,36500
IND0340,gurugram scenic tour,gurugram,7,5star,breakfast,ac coach,kingdom of dreams gurugram local market gurugram city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,nature wildlife,nature lovers,4.4,45000
IND0341,gurugram adventure tour,gurugram,5,4star,breakfast dinner,private cab,ambience mall gurugram local market gurugram city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,grand tour,all travelers,4.7,115000
IND0342,gurugram cultural tour,gurugram,4,5star,breakfast,train cab,dlf cyberhub gurugram local market gurugram city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,budget,students solo travelers,4.7,19500
IND0343,new delhi scenic tour,new delhi,3,5star,breakfast,train cab,gurudwara bangla sahib new delhi local market new delhi city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,family,families,4.8,29500
IND0344,new delhi adventure tour,new delhi,7,4star,breakfast lunch dinner,ac coach,jama masjid new delhi local market new delhi city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,family,families,4.6,46500
IND0345,new delhi cultural tour,new delhi,5,3star,breakfast dinner,private cab,rail museum new delhi local market new delhi city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,nature wildlife,nature lovers,4.4,42000
